Data/Time,CPU usage %,Temperature C
2022-04-05 01:53:58.427618,17.3,40.4
2022-04-05 01:54:08.657598,17.3,40.4
2022-04-05 01:54:18.880128,15,41.3
2022-04-05 01:54:29.104381,17,40.9
2022-04-05 01:54:39.387675,16.1,39.9
2022-04-05 01:54:49.607619,14.9,41.3
2022-04-05 01:55:00.196298,16.1,41.3
2022-04-05 01:55:10.477601,15.7,39.4
2022-04-05 01:55:20.777631,16,40.4
2022-04-05 01:55:31.227681,20.3,41.3
2022-04-05 01:55:41.608052,18.1,39.9
2022-04-05 01:55:51.817593,16.9,39.9
2022-04-05 01:56:02.218663,16.3,39.9
2022-04-05 01:56:12.447614,15.5,39.9
2022-04-05 01:56:22.847588,17.2,40.9
2022-04-05 01:56:33.057684,16.4,40.4
2022-04-05 01:56:43.447658,17,40.9
2022-04-05 01:56:53.827604,18.5,40.9
2022-04-05 01:57:04.037766,17.7,41.3
2022-04-05 01:57:14.417611,18.9,41.3
2022-04-05 01:57:24.677611,20.3,39.4
2022-04-05 01:57:35.057649,21.4,40.9
2022-04-05 01:57:45.444916,20.4,41.3
2022-04-05 01:57:55.677662,17,39.9
2022-04-05 01:58:05.907598,15.8,39.9
2022-04-05 01:58:16.152188,16.1,41.3
2022-04-05 01:58:26.359139,17.1,39.4
2022-04-05 01:58:36.590134,16.5,41.3
2022-04-05 01:58:46.991911,18.1,39.9
2022-04-05 01:58:57.203686,16,39.9
2022-04-05 01:59:07.437601,16.8,39.9
2022-04-05 01:59:17.707595,16.9,40.9
2022-04-05 01:59:27.957628,17.2,39.4
2022-04-05 01:59:38.179235,16.2,39.4
2022-04-05 01:59:48.579260,16.4,39.9
2022-04-05 01:59:58.957731,17.1,40.9
2022-04-05 02:00:09.530397,15.9,39.9
2022-04-05 02:00:19.917642,17.1,40.4
2022-04-05 02:00:30.300593,20.4,40.9
2022-04-05 02:00:40.551463,16.9,40.9
2022-04-05 02:00:50.776172,17.2,39.9
2022-04-05 02:01:01.053857,17,40.4
2022-04-05 02:01:11.447591,16.9,40.4
2022-04-05 02:01:21.807684,16.5,39.9
2022-04-05 02:01:32.187644,16.6,39.4
2022-04-05 02:01:42.572466,16.6,40.4
2022-04-05 02:01:52.847617,17.9,39.9
2022-04-05 02:02:03.097624,17.8,39.9
2022-04-05 02:02:13.339041,18,39.4
2022-04-05 02:02:23.627637,22,39.4
2022-04-05 02:02:34.017727,28,40.4
2022-04-05 02:02:44.257603,27.6,41.3
2022-04-05 02:02:54.497661,29.3,40.9
2022-04-05 02:03:04.722853,25.6,39.9
2022-04-05 02:03:15.111332,15.8,39.4
2022-04-05 02:03:25.347708,18.2,40.4
2022-04-05 02:03:35.729331,15.9,40.9
2022-04-05 02:03:46.116306,15.3,39.9
2022-04-05 02:03:56.407596,17.2,40.9
2022-04-05 02:04:06.647646,16.7,39.9
2022-04-05 02:04:17.047679,17.7,39.4
2022-04-05 02:04:27.452183,21.3,41.3
2022-04-05 02:04:37.837787,18.7,39.9
2022-04-05 02:04:48.229382,17.9,40.4
2022-04-05 02:04:58.467665,23.1,39.9
2022-04-05 02:05:08.827604,15.4,39.9
2022-04-05 02:05:19.217685,16.2,39.9
2022-04-05 02:05:29.467650,16.5,40.4
2022-04-05 02:05:39.737598,16.7,41.3
2022-04-05 02:05:50.137661,16.4,38.9
2022-04-05 02:06:00.371039,16.1,40.9
2022-04-05 02:06:10.597913,16.3,40.9
2022-04-05 02:06:20.996745,16.1,41.8
2022-04-05 02:06:31.237641,19,41.3
2022-04-05 02:06:41.487678,18,39.4
2022-04-05 02:06:51.707596,21.4,40.4
2022-04-05 02:07:01.929401,17,39.9
2022-04-05 02:07:12.217663,18.3,40.9
2022-04-05 02:07:22.488153,18.9,40.4
2022-04-05 02:07:32.707595,18.8,40.4
2022-04-05 02:07:42.957667,18.9,40.9
2022-04-05 02:07:53.207650,19.3,40.4
2022-04-05 02:08:03.487605,20.2,41.8
2022-04-05 02:08:13.704287,19.7,40.9
2022-04-05 02:08:23.953047,20.5,39.4
2022-04-05 02:08:34.300960,23.5,39.9
2022-04-05 02:08:44.677701,25.7,40.9
2022-04-05 02:08:54.917718,25.4,39.9
2022-04-05 02:09:05.177736,24.3,39.9
2022-04-05 02:09:15.407633,22.8,41.3
2022-04-05 02:09:25.767702,22.6,39.9
2022-04-05 02:09:36.147836,20.1,39.4
2022-04-05 02:09:46.557702,15.9,40.4
2022-04-05 02:09:56.828651,19.6,39.4
2022-04-05 02:10:07.093394,15.8,40.4
2022-04-05 02:10:17.329306,15.9,41.3
2022-04-05 02:10:27.697615,16.3,39.9
2022-04-05 02:10:37.947648,16,40.4
2022-04-05 02:10:48.347670,15.3,39.4
2022-04-05 02:10:58.732676,16.6,40.4
2022-04-05 02:11:08.967642,16.6,40.4
2022-04-05 02:11:19.347924,18.6,39.9
2022-04-05 02:11:29.607577,17.5,40.4
2022-04-05 02:11:39.847628,16.4,40.4
2022-04-05 02:11:50.097584,16.3,40.9
2022-04-05 02:12:00.337651,16.7,39.9
2022-04-05 02:12:10.573879,18.3,39.4
2022-04-05 02:12:20.827638,17.7,40.9
2022-04-05 02:12:31.067640,18.5,39.9
2022-04-05 02:12:41.357686,18.4,39.9
2022-04-05 02:12:51.727599,19.7,40.9
2022-04-05 02:13:02.117653,18.6,40.4
2022-04-05 02:13:12.507614,19.6,40.9
2022-04-05 02:13:22.877821,23.4,40.9
2022-04-05 02:13:33.217627,21.9,41.3
2022-04-05 02:13:43.487603,21,39.9
2022-04-05 02:13:53.957687,23,40.9
2022-04-05 02:14:04.357626,24.3,39.9
2022-04-05 02:14:14.777660,16.7,40.9
2022-04-05 02:14:25.047710,16.9,40.4
2022-04-05 02:14:35.467624,15.9,40.4
2022-04-05 02:14:45.898914,16.4,39.4
2022-04-05 02:14:56.327691,16.9,39.9
2022-04-05 02:15:06.719949,15.6,40.4
2022-04-05 02:15:17.007642,16.5,39.9
2022-04-05 02:15:27.427593,16.7,40.4
2022-04-05 02:15:37.997700,16.4,40.9
2022-04-05 02:15:48.411185,20.1,42.3
2022-04-05 02:15:58.847787,16.9,40.9
2022-04-05 02:16:09.096915,16,41.3
2022-04-05 02:16:19.351340,17.8,40.4
2022-04-05 02:16:29.567682,16,40.4
2022-04-05 02:16:39.807593,17.1,40.9
2022-04-05 02:16:50.221273,17.8,41.8
2022-04-05 02:17:00.453348,17.6,40.9
2022-04-05 02:17:10.688176,18.5,40.9
2022-04-05 02:17:20.947679,19.8,40.4
2022-04-05 02:17:31.249684,18.2,40.4
2022-04-05 02:17:41.507691,24.5,39.9
2022-04-05 02:17:51.757683,16,39.9
2022-04-05 02:18:02.167741,17.2,40.9
2022-04-05 02:18:12.413466,16.8,40.4
2022-04-05 02:18:22.697617,20.4,40.4
2022-04-05 02:18:33.097741,16.6,40.4
2022-04-05 02:18:43.337681,18.1,39.4
2022-04-05 02:18:53.607705,19.2,39.9
2022-04-05 02:19:03.863074,18,40.9
2022-04-05 02:19:14.107649,18.6,40.9
2022-04-05 02:19:24.527813,20.5,39.9
2022-04-05 02:19:34.838114,21.9,41.3
2022-04-05 02:19:45.227679,23.6,41.3
2022-04-05 02:19:55.479312,23.9,39.4
2022-04-05 02:20:05.757802,24.9,40.4
2022-04-05 02:20:15.997680,27.8,39.9
2022-04-05 02:20:26.247603,27.5,40.9
2022-04-05 02:20:36.713855,25.6,40.4
2022-04-05 02:20:46.977639,24.3,39.4
2022-04-05 02:20:57.227685,21.2,39.9
2022-04-05 02:21:07.477629,18.8,40.4
2022-04-05 02:21:17.767597,20.6,40.4
2022-04-05 02:21:28.022961,16.2,40.9
2022-04-05 02:21:38.252220,15.6,39.9
2022-04-05 02:21:48.677714,16.9,40.4
2022-04-05 02:21:58.907589,16.4,39.4
2022-04-05 02:22:09.147618,16.1,40.4
2022-04-05 02:22:19.548663,16.4,41.8
2022-04-05 02:22:29.777592,15.7,40.9
2022-04-05 02:22:40.007807,16.2,39.9
2022-04-05 02:22:50.237632,16.5,40.9
2022-04-05 02:23:00.487652,15.4,40.4
2022-04-05 02:23:10.759829,15.7,40.4
2022-04-05 02:23:21.157683,16.4,39.9
2022-04-05 02:23:31.537747,16.6,39.9
2022-04-05 02:23:41.812144,16.1,40.4
2022-04-05 02:23:52.087649,17.5,40.4
2022-04-05 02:24:02.353373,16.6,40.4
2022-04-05 02:24:12.600796,17.2,40.4
2022-04-05 02:24:22.837620,17.2,40.4
2022-04-05 02:24:33.137635,16.2,40.4
2022-04-05 02:24:43.389024,17.2,40.4
2022-04-05 02:24:53.652243,19.1,39.9
2022-04-05 02:25:03.897599,20.8,39.4
2022-04-05 02:25:14.157639,19,39.9
2022-04-05 02:25:24.409168,18.4,40.4
2022-04-05 02:25:34.777710,18.4,39.9
2022-04-05 02:25:45.157624,18.8,41.3
2022-04-05 02:25:55.409050,21.5,39.4
2022-04-05 02:26:05.652232,23.3,40.4
2022-04-05 02:26:15.887674,27.2,39.9
2022-04-05 02:26:26.127593,27.7,40.4
2022-04-05 02:26:36.368036,25.7,40.9
2022-04-05 02:26:46.607688,22.9,39.4
2022-04-05 02:26:56.862903,16.5,40.4
2022-04-05 02:27:07.087687,16.8,40.4
2022-04-05 02:27:17.337585,15.4,39.9
2022-04-05 02:27:27.577742,18,41.3
2022-04-05 02:27:37.827600,16.4,39.4
2022-04-05 02:27:48.067598,16.6,39.4
2022-04-05 02:27:58.297682,15.9,40.4
2022-04-05 02:28:08.555276,15.9,40.9
2022-04-05 02:28:18.957608,16.9,39.9
2022-04-05 02:28:29.210832,20.3,40.4
2022-04-05 02:28:39.467607,17.4,40.9
2022-04-05 02:28:49.717729,17.1,39.9
2022-04-05 02:28:59.967594,16.7,39.9
2022-04-05 02:29:10.197711,16.1,39.4
2022-04-05 02:29:20.452182,17.9,40.9
2022-04-05 02:29:30.689487,17,39.9
2022-04-05 02:29:40.952182,19.6,40.9
2022-04-05 02:29:51.177684,23.2,40.4
2022-04-05 02:30:01.434983,24.1,39.4
2022-04-05 02:30:11.687632,23.7,39.4
2022-04-05 02:30:21.937707,25.1,39.9
2022-04-05 02:30:32.347717,27.7,40.4
2022-04-05 02:30:42.597836,28.3,39.9
2022-04-05 02:30:52.987630,28.6,39.9
2022-04-05 02:31:03.230237,21.6,39.9
2022-04-05 02:31:13.477695,16,40.4
2022-04-05 02:31:23.737684,17.1,40.9
2022-04-05 02:31:34.027832,15.6,39.9
2022-04-05 02:31:44.287722,19,39.9
2022-04-05 02:31:54.532723,16.7,40.9
2022-04-05 02:32:04.777193,16.2,40.4
2022-04-05 02:32:15.037896,17.5,39.4
2022-04-05 02:32:25.277697,17,40.9
2022-04-05 02:32:35.527663,17.5,40.9
2022-04-05 02:32:45.788465,17.6,39.9
2022-04-05 02:32:56.057679,16.1,40.9
2022-04-05 02:33:06.327619,16.7,40.9
2022-04-05 02:33:16.579694,16.4,41.3
2022-04-05 02:33:26.837602,17.2,39.4
2022-04-05 02:33:37.117698,20.3,40.9
2022-04-05 02:33:47.384753,16.2,40.4
2022-04-05 02:33:57.612678,16.5,40.4
2022-04-05 02:34:08.117672,15.8,40.4
2022-04-05 02:34:18.398991,16.4,41.3
2022-04-05 02:34:28.637624,16.7,40.4
2022-04-05 02:34:38.877652,16.4,40.9
2022-04-05 02:34:49.137611,16.9,41.8
2022-04-05 02:34:59.367869,16.6,39.9
2022-04-05 02:35:09.652175,16.4,39.9
2022-04-05 02:35:19.897961,17.5,39.9
2022-04-05 02:35:30.152365,18.2,40.4
2022-04-05 02:35:40.427649,16.7,40.9
2022-04-05 02:35:50.687682,17.4,39.4
2022-04-05 02:36:01.087640,18.8,40.9
2022-04-05 02:36:11.332944,17.4,39.4
2022-04-05 02:36:21.607720,21.8,40.4
2022-04-05 02:36:31.969244,18.6,40.9
2022-04-05 02:36:42.217621,20.8,41.3
2022-04-05 02:36:52.467632,19.2,39.4
2022-04-05 02:37:02.737723,20.3,38.9
2022-04-05 02:37:13.007571,20.6,40.9
2022-04-05 02:37:23.227623,21.4,40.9
2022-04-05 02:37:33.467770,23.3,40.4
2022-04-05 02:37:43.718171,26.3,41.3
2022-04-05 02:37:53.977661,26.9,39.4
2022-04-05 02:38:04.227728,28.2,40.4
2022-04-05 02:38:14.457646,22.7,39.4
2022-04-05 02:38:24.704306,16.6,40.4
2022-04-05 02:38:34.937719,16.2,40.4
2022-04-05 02:38:45.187616,16.2,39.9
2022-04-05 02:38:55.447790,16.6,40.4
2022-04-05 02:39:05.698168,16.1,39.9
2022-04-05 02:39:15.947631,15.2,40.4
2022-04-05 02:39:26.197624,16.6,39.4
2022-04-05 02:39:36.517700,16.8,39.4
2022-04-05 02:39:46.775267,15.4,40.9
2022-04-05 02:39:57.079396,17.3,40.4
2022-04-05 02:40:07.329462,15.5,40.4
2022-04-05 02:40:17.582350,16.6,39.4
2022-04-05 02:40:27.829346,19.2,39.9
2022-04-05 02:40:38.117720,16.1,40.4
2022-04-05 02:40:48.367595,16.9,40.9
2022-04-05 02:40:58.607596,16.4,40.4
2022-04-05 02:41:09.037705,16.5,39.4
2022-04-05 02:41:19.317610,16.8,39.4
2022-04-05 02:41:29.577639,15.8,40.4
2022-04-05 02:41:39.818048,18.1,40.4
2022-04-05 02:41:50.093154,22.4,39.9
2022-04-05 02:42:00.368460,24,39.4
2022-04-05 02:42:10.637722,24.6,40.4
2022-04-05 02:42:20.887654,25.4,39.4
2022-04-05 02:42:31.137617,25.8,40.9
2022-04-05 02:42:41.407680,16.1,39.9
2022-04-05 02:42:51.637680,17.1,39.9
2022-04-05 02:43:01.897679,16,40.4
2022-04-05 02:43:12.147647,16.1,40.9
2022-04-05 02:43:22.418641,16.5,39.9
2022-04-05 02:43:32.667881,16.2,40.4
2022-04-05 02:43:42.896999,16.4,40.4
2022-04-05 02:43:53.307625,17.8,40.4
2022-04-05 02:44:03.546978,16.9,40.4
2022-04-05 02:44:13.767640,16.4,38.9
2022-04-05 02:44:24.017892,17.2,40.4
2022-04-05 02:44:34.347824,18.7,41.3
2022-04-05 02:44:44.567780,17.4,40.4
2022-04-05 02:44:54.947612,16.8,39.4
2022-04-05 02:45:05.177601,16.7,40.4
2022-04-05 02:45:15.404328,16.9,39.4
2022-04-05 02:45:25.657607,19,40.4
2022-04-05 02:45:35.900916,24.2,39.4
2022-04-05 02:45:46.118165,25.5,40.4
2022-04-05 02:45:56.350932,27.5,39.9
2022-04-05 02:46:06.587613,25.6,40.4
2022-04-05 02:46:17.167726,16,39.4
2022-04-05 02:46:27.447630,16.8,38.9
2022-04-05 02:46:37.687620,17.6,40.4
2022-04-05 02:46:47.927646,16.3,40.4
2022-04-05 02:46:58.167623,15.6,40.4
2022-04-05 02:47:08.420443,16.4,39.4
2022-04-05 02:47:18.738090,16.2,39.9
2022-04-05 02:47:29.007616,18.1,40.4
2022-04-05 02:47:39.418425,16.5,38.9
2022-04-05 02:47:49.668720,16.6,38.9
2022-04-05 02:47:59.919626,16.2,40.9
2022-04-05 02:48:10.167652,16,41.3
2022-04-05 02:48:20.407622,17.2,40.4
2022-04-05 02:48:30.655836,17.8,39.9
2022-04-05 02:48:41.048150,18.2,40.4
2022-04-05 02:48:51.467845,17.7,40.9
2022-04-05 02:49:01.867782,20.3,39.9
2022-04-05 02:49:12.297698,20.1,41.3
2022-04-05 02:49:22.697671,21.5,39.9
2022-04-05 02:49:32.957707,21.7,40.4
2022-04-05 02:49:43.197696,21.5,38.9
2022-04-05 02:49:53.437910,20.9,39.9
2022-04-05 02:50:03.839415,16.2,39.9
2022-04-05 02:50:14.097653,15.8,40.4
2022-04-05 02:50:24.342284,16.7,39.4
2022-04-05 02:50:34.637763,15.8,38.9
2022-04-05 02:50:44.887651,15.9,39.9
2022-04-05 02:50:55.147642,17.3,39.9
2022-04-05 02:51:05.551640,16.1,39.9
2022-04-05 02:51:15.787643,16.7,40.9
2022-04-05 02:51:26.135843,16.7,39.9
2022-04-05 02:51:36.399030,16.3,38.9
2022-04-05 02:51:46.647605,16.9,39.9
2022-04-05 02:51:56.868732,16.3,40.4
2022-04-05 02:52:07.118808,15.7,40.4
2022-04-05 02:52:17.357612,17.4,39.4
2022-04-05 02:52:27.617952,21,39.9
2022-04-05 02:52:37.878186,16.5,39.4
2022-04-05 02:52:48.127599,16.1,40.9
2022-04-05 02:52:58.407634,16.4,40.4
2022-04-05 02:53:08.657729,16.6,39.9
2022-04-05 02:53:18.917643,21.3,40.4
2022-04-05 02:53:29.335761,19.6,40.4
2022-04-05 02:53:39.604556,15.8,38.9
2022-04-05 02:53:50.038927,18.1,39.9
2022-04-05 02:54:00.289122,16.3,40.9
2022-04-05 02:54:10.547630,19.5,40.4
2022-04-05 02:54:20.807652,16.3,39.4
2022-04-05 02:54:31.067618,16.3,40.4
2022-04-05 02:54:41.347804,16,41.3
2022-04-05 02:54:51.597678,16.8,40.9
2022-04-05 02:55:01.855753,16.1,39.4
2022-04-05 02:55:12.268728,16.3,39.9
2022-04-05 02:55:22.517665,16.1,39.9
2022-04-05 02:55:32.967632,15.7,40.4
2022-04-05 02:55:43.203817,17.1,40.4
2022-04-05 02:55:53.447616,16.6,40.4
2022-04-05 02:56:03.841740,16.7,39.9
2022-04-05 02:56:14.113427,15.9,39.9
2022-04-05 02:56:24.367679,18.4,40.9
2022-04-05 02:56:34.727608,17.6,40.4
2022-04-05 02:56:44.987624,22.8,41.3
2022-04-05 02:56:55.237652,19.5,39.9
2022-04-05 02:57:05.637593,21.7,40.4
2022-04-05 02:57:15.867786,16.3,40.4
2022-04-05 02:57:26.142195,15.5,40.9
2022-04-05 02:57:36.387670,16.1,40.4
2022-04-05 02:57:46.629857,15.6,39.4
2022-04-05 02:57:56.867607,15.3,39.4
2022-04-05 02:58:07.118622,16.4,39.9
2022-04-05 02:58:17.357636,17.3,40.4
2022-04-05 02:58:27.737704,16.7,39.9
2022-04-05 02:58:37.982668,17,39.9
2022-04-05 02:58:48.229325,19.5,40.9
2022-04-05 02:58:58.487664,20.4,39.9
2022-04-05 02:59:08.717623,19.2,41.3
2022-04-05 02:59:18.964604,22.1,39.4
2022-04-05 02:59:29.237646,23.5,39.9
2022-04-05 02:59:39.487667,23.5,40.9
2022-04-05 02:59:49.729713,26,39.4
2022-04-05 02:59:59.967591,25.7,39.4
2022-04-05 03:00:10.198889,30.1,42.3
2022-04-05 03:00:20.427660,21.1,40.4
2022-04-05 03:00:30.847616,16.5,39.9
2022-04-05 03:00:41.097652,16.2,39.9
2022-04-05 03:00:51.387613,16,39.9
2022-04-05 03:01:01.668425,15.8,39.4
2022-04-05 03:01:11.937647,16.4,39.4
2022-04-05 03:01:22.187887,17,40.9
2022-04-05 03:01:32.727607,15.2,39.9
2022-04-05 03:01:43.107738,16.2,39.9
2022-04-05 03:01:53.378105,18,40.4
2022-04-05 03:02:03.647611,16,40.4
2022-04-05 03:02:13.907577,16.4,39.4
2022-04-05 03:02:24.147897,17.5,39.4
2022-04-05 03:02:34.487675,16.2,38.9
2022-04-05 03:02:44.708066,16.9,41.3
2022-04-05 03:02:54.970013,17.9,39.4
2022-04-05 03:03:05.217742,16.3,40.4
2022-04-05 03:03:15.487640,18.6,39.4
2022-04-05 03:03:25.687630,17.7,39.4
2022-04-05 03:03:35.953176,17.3,39.9
2022-04-05 03:03:46.229989,17.6,39.9
2022-04-05 03:03:56.487684,18.3,39.4
2022-04-05 03:04:06.745476,20.8,40.9
2022-04-05 03:04:17.007779,24.8,39.9
2022-04-05 03:04:27.267892,28.4,39.9
2022-04-05 03:04:37.537676,27,40.4
2022-04-05 03:04:47.786318,25.7,39.9
2022-04-05 03:04:58.027688,21.9,40.9
2022-04-05 03:05:08.297704,16.5,40.4
2022-04-05 03:05:18.757879,16.9,40.4
2022-04-05 03:05:29.027592,17.8,41.3
2022-04-05 03:05:39.267623,16.9,39.4
2022-04-05 03:05:49.527691,15.8,40.9
2022-04-05 03:05:59.777965,16.1,40.4
2022-04-05 03:06:10.029380,16,39.9
2022-04-05 03:06:20.327640,16.8,39.9
2022-04-05 03:06:30.577883,16.8,39.9
2022-04-05 03:06:40.847681,16.8,40.9
2022-04-05 03:06:51.167624,16.8,39.9
2022-04-05 03:07:01.397611,16.1,40.4
2022-04-05 03:07:11.687595,18.1,41.8
2022-04-05 03:07:21.931838,23,39.4
2022-04-05 03:07:32.237707,21,39.9
2022-04-05 03:07:42.487734,20.8,39.9
2022-04-05 03:07:52.747897,21.7,39.9
2022-04-05 03:08:02.997614,24,39.9
2022-04-05 03:08:13.277625,25.1,40.4
2022-04-05 03:08:23.537768,25.2,40.4
2022-04-05 03:08:33.807797,27.9,38.9
2022-04-05 03:08:44.057588,26.7,39.9
2022-04-05 03:08:54.287701,24,39.9
2022-04-05 03:09:04.547623,22,39.9
2022-04-05 03:09:14.777625,17.5,40.4
2022-04-05 03:09:25.117622,16.6,38.9
2022-04-05 03:09:35.398055,16.3,40.4
2022-04-05 03:09:45.707639,16.6,39.9
2022-04-05 03:09:55.957634,15.7,39.9
2022-04-05 03:10:06.217663,16.1,39.4
2022-04-05 03:10:16.467724,16.4,39.4
2022-04-05 03:10:26.740727,20.6,41.3
2022-04-05 03:10:37.017606,16.8,40.4
2022-04-05 03:10:47.268587,16.7,40.4
2022-04-05 03:10:57.557918,17.7,40.4
2022-04-05 03:11:07.827770,16.5,39.9
2022-04-05 03:11:18.074052,16.7,39.4
2022-04-05 03:11:28.346128,18,38.9
2022-04-05 03:11:38.587661,17.8,39.9
2022-04-05 03:11:48.956298,19.3,39.4
2022-04-05 03:11:59.208959,17.9,39.9
2022-04-05 03:12:09.437629,23.2,39.9
2022-04-05 03:12:19.690828,16.9,39.9
2022-04-05 03:12:29.952366,16.6,40.4
2022-04-05 03:12:40.227610,16.1,40.9
2022-04-05 03:12:50.479263,16.7,39.9
2022-04-05 03:13:00.727626,16,39.9
2022-04-05 03:13:11.005509,16,40.4
2022-04-05 03:13:21.387603,18.2,40.4
2022-04-05 03:13:31.718071,17.3,39.9
2022-04-05 03:13:41.957616,17.1,39.9
2022-04-05 03:13:52.227852,17.6,40.4
2022-04-05 03:14:02.737896,16.7,40.4
2022-04-05 03:14:13.115029,17.5,39.4
2022-04-05 03:14:23.507352,20.5,40.4
2022-04-05 03:14:34.104290,18.6,39.9
2022-04-05 03:14:44.507673,18.1,39.9
2022-04-05 03:14:54.881497,17.3,40.4
2022-04-05 03:15:05.277787,17.8,39.9
2022-04-05 03:15:15.697649,19.1,39.4
2022-04-05 03:15:25.929330,19.4,40.4
2022-04-05 03:15:36.307632,18.1,40.4
2022-04-05 03:15:46.697626,25.2,40.4
2022-04-05 03:15:57.107671,20.5,40.9
2022-04-05 03:16:07.504309,19.3,39.9
2022-04-05 03:16:17.917611,16.1,39.9
2022-04-05 03:16:28.307740,16.6,39.9
2022-04-05 03:16:38.726029,15.9,40.4
2022-04-05 03:16:49.267607,15.6,40.9
2022-04-05 03:16:59.678989,15.9,40.4
2022-04-05 03:17:09.947829,16.4,40.9
2022-04-05 03:17:20.367633,17.5,39.9
2022-04-05 03:17:34.187640,16.8,39.9
2022-04-05 03:17:44.597621,16.2,40.4
2022-04-05 03:17:54.987658,15.6,40.9
2022-04-05 03:18:05.407651,16.6,40.4
2022-04-05 03:18:15.817612,18.7,39.9
2022-04-05 03:18:26.220496,16.7,40.4
2022-04-05 03:18:36.617646,17.2,39.9
2022-04-05 03:18:46.859668,22.7,39.9
2022-04-05 03:18:57.258479,27.6,40.4
2022-04-05 03:19:07.708004,25.8,40.9
2022-04-05 03:19:18.117589,27,39.9
2022-04-05 03:19:28.517635,23.7,40.4
2022-04-05 03:19:38.917710,20.5,41.3
2022-04-05 03:19:49.317708,16.7,40.9
2022-04-05 03:19:59.707619,15.5,39.9
2022-04-05 03:20:10.127637,16.5,40.4
2022-04-05 03:20:20.367673,16.8,39.4
2022-04-05 03:20:30.737683,18.8,40.4
2022-04-05 03:20:40.997643,18.8,40.4
2022-04-05 03:20:51.379209,20.1,40.4
2022-04-05 03:21:01.601442,19,38.9
2022-04-05 03:21:11.871938,21.6,39.4
2022-04-05 03:21:22.110352,28.5,39.9
2022-04-05 03:21:32.487612,27.1,39.9
2022-04-05 03:21:42.877600,27.7,40.4
2022-04-05 03:21:53.387634,25,40.4
2022-04-05 03:22:03.752488,16.5,40.9
2022-04-05 03:22:14.140334,16.2,39.9
2022-04-05 03:22:24.517618,15.5,40.4
2022-04-05 03:22:34.977703,16.9,39.4
2022-04-05 03:22:45.477714,16.4,39.9
2022-04-05 03:22:55.729477,15.8,40.9
2022-04-05 03:23:06.117817,15.5,39.9
2022-04-05 03:23:16.517617,16.3,39.9
2022-04-05 03:23:26.907696,19.8,39.9
2022-04-05 03:23:37.157617,15.8,39.9
2022-04-05 03:23:47.540146,16.1,39.9
2022-04-05 03:23:57.779239,16.7,40.9
2022-04-05 03:24:08.167603,17.3,39.4
2022-04-05 03:24:18.567667,25.2,39.9
2022-04-05 03:24:28.827648,28.3,39.9
2022-04-05 03:24:39.216803,28,40.4
2022-04-05 03:24:49.467815,28.4,39.9
2022-04-05 03:24:59.744610,22.6,39.9
2022-04-05 03:25:09.993917,16,39.9
2022-04-05 03:25:20.267655,17.1,40.4
2022-04-05 03:25:30.537690,18.3,40.4
2022-04-05 03:25:40.834402,17.1,40.4
2022-04-05 03:25:51.100980,16.6,38.9
2022-04-05 03:26:01.487643,16.8,39.9
2022-04-05 03:26:11.879239,18.3,39.9
2022-04-05 03:26:22.267652,17.5,39.4
2022-04-05 03:26:32.627577,17.6,39.9
2022-04-05 03:26:42.857594,17.5,39.4
2022-04-05 03:26:53.241775,19.8,39.4
2022-04-05 03:27:03.561380,20,39.9
2022-04-05 03:27:13.967615,20.4,39.9
2022-04-05 03:27:24.392150,28.4,39.9
2022-04-05 03:27:34.786873,25.5,40.9
2022-04-05 03:27:45.207629,25.5,40.9
2022-04-05 03:27:55.437608,26.5,40.4
2022-04-05 03:28:05.687763,28.7,40.4
2022-04-05 03:28:16.087710,27.7,40.4
2022-04-05 03:28:26.487627,26.7,39.9
2022-04-05 03:28:36.709056,23.4,40.4
2022-04-05 03:28:46.957613,19.8,39.9
2022-04-05 03:28:57.205416,16.2,39.9
2022-04-05 03:29:07.441264,16,40.4
2022-04-05 03:29:17.697638,16.9,39.9
2022-04-05 03:29:28.097623,17.1,39.4
2022-04-05 03:29:38.367918,15.1,40.4
2022-04-05 03:29:48.597793,16.3,38.9
2022-04-05 03:29:58.867655,15.8,39.9
2022-04-05 03:30:09.247736,16.7,39.9
2022-04-05 03:30:19.627650,16.6,40.4
2022-04-05 03:30:29.897674,16.5,40.9
2022-04-05 03:30:40.178602,17.3,39.4
2022-04-05 03:30:50.427634,16.9,40.9
2022-04-05 03:31:00.807622,15.6,39.9
2022-04-05 03:31:11.197627,16.4,40.9
2022-04-05 03:31:21.567659,16.8,39.9
2022-04-05 03:31:31.867596,17.5,41.3
2022-04-05 03:31:42.097596,19.7,40.4
2022-04-05 03:31:52.327635,16.3,39.4
2022-04-05 03:32:02.717594,15.9,39.4
2022-04-05 03:32:12.967792,17.4,40.4
2022-04-05 03:32:23.229410,15.7,38.9
2022-04-05 03:32:33.505105,16.5,40.4
2022-04-05 03:32:43.804442,17.4,39.4
2022-04-05 03:32:54.032579,18,39.9
2022-04-05 03:33:04.304374,18,39.9
2022-04-05 03:33:14.544421,18.5,40.4
2022-04-05 03:33:24.927680,17.5,40.4
2022-04-05 03:33:35.177646,15.9,39.4
2022-04-05 03:33:45.467712,18.1,39.4
2022-04-05 03:33:55.757638,18.3,38.9
2022-04-05 03:34:06.147608,18.7,38.9
2022-04-05 03:34:16.387606,19.2,39.9
2022-04-05 03:34:26.627639,19.1,39.9
2022-04-05 03:34:36.867644,23.9,40.4
